database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	METHOD	PUBCHEM	CAS	KEGG	HMDB	FREI-01736	FREI-01737	FREI-01738	FREI-01739	FREI-01740	FREI-01741	FREI-01742	FREI-01743	FREI-01744	FREI-01745	FREI-01746	FREI-01747
CHEBI:146193	C11H19NO10	O1[C@]([C@@H]([C@@H](CO)O)O)([H])[C@H](NC(CO)=O)[C@@H](O)CC1(C(O)=O)O	InChI=1S/C11H19NO10/c13-2-5(16)8(18)9-7(12-6(17)3-14)4(15)1-11(21,22-9)10(19)20/h4-5,7-9,13-16,18,21H,1-3H2,(H,12,17)(H,19,20)/t4-,5+,7+,8+,9+,11?/m0/s1	N-glycolylneuraminate																	Method 4	123802	1113-83-3	C03410	HMDB00833	480374	486401	584172	411573	525348	721954	311565	399535	530221	397514	405863	512949
CHEBI:37755	C5H11NO2	CNCCCC(O)=O	InChI=1S/C5H11NO2/c1-6-4-2-3-5(7)8/h6H,2-4H2,1H3,(H,7,8)	N-methyl-GABA																	Method 1	70703	1119-48-8	C15987		4059808	3230250	3978985	3715177	3755920	3972575	3583428	4111838	5593702	4657983	6645501	7797776
				N-monomethylarginine																	Method 1	132862	53308-83-1	C03884	HMDB29416	2093828	2156527	2336447	2342091	2550900	2324350	1945462	1941427	1994304	2343257	2274073	1919350
				N-nervonoyl-sphingadiene (d18:2/24:1)*																	Method 2					15259593	16558524	17182340	16497247	15972755	20152060	14910652	17182004	17321640	17201232	20939982	24379944
CHEBI:136614	C21H39NO4	C(\CCCCCCCC(=O)N[C@H](C(O)=O)CO)=C\CCCCCCCC	InChI=1S/C21H39NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(24)22-19(18-23)21(25)26/h9-10,19,23H,2-8,11-18H2,1H3,(H,22,24)(H,25,26)/b10-9-/t19-/m0/s1	N-oleoylserine																	Method 3					199874	167329		249366	313079	75537	603571	1098977	330711	475813	206265	174545
CHEBI:146206	C20H39NO4S	C(C(NCCS(O)(=O)=O)=O)CCCCCC/C=C\CCCCCCCC	InChI=1S/C20H39NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h9-10H,2-8,11-19H2,1H3,(H,21,22)(H,23,24,25)/b10-9-	N-oleoyltaurine																	Method 3	6437033	52514-04-2			978808	786305	490990	818695	1560291	276960	4130781	7391827	2081586	2784177	1817622	1380612
				N-palmitoyl-heptadecasphingosine (d17:1/16:0)*																	Method 2					3177210	3261957	3270584	3102806	3282677	4023254	4819606	5664142	5505285	5207581	6313391	6555118
				N-palmitoyl-sphingadienine (d18:2/16:0)*																	Method 2					3551037	3651697	3578143	3770011	3855559	3883821	6092312	6623643	7076875	7090382	6732527	8302329
				N-palmitoyl-sphinganine (d18:0/16:0)																	Method 2	5283572	5966-29-0		HMDB11760	5342086	6941997	6155086	5500437	6318129	7615476	9181882	9451227	10406877	10709344	11284948	14510212
				N-palmitoyl-sphingosine (d18:1/16:0)																	Method 2	5283564	24696-26-2		HMDB04949	51389952	62886508	66562568	55730352	60326220	70833016	70228616	67138040	82070024	81901576	83548432	105455568
CHEBI:39540	C18H35NO3	C(CCCCCCCCCC)CCCCC(NCC(O)=O)=O	InChI=1S/C18H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-17(20)19-16-18(21)22/h2-16H2,1H3,(H,19,20)(H,21,22)	N-palmitoylglycine																	Method 3	151008	2441-41-0		HMDB13034												
CHEBI:165558	C19H37NO4	O=C(N[C@@H](CO)C(O)=O)CCCCCCCCCCCCCCC	InChI=1S/C19H37NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(22)20-17(16-21)19(23)24/h17,21H,2-16H2,1H3,(H,20,22)(H,23,24)/t17-/m0/s1	N-palmitoylserine																	Method 3	6453686	58725-46-5;474943-14-1			206797	185043	78524	217694	349139		477631	714571	209760	325679		
CHEBI:132477	C18H37NO4S	C(C(NCCS(O)(=O)=O)=O)CCCCCCCCCCCCCC	InChI=1S/C18H37NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(20)19-16-17-24(21,22)23/h2-17H2,1H3,(H,19,20)(H,21,22,23)	N-palmitoyltaurine																	Method 3		83982-06-3			210304	88765	81730	204429	360414	27822	1572929	2672814	688798	995095	679646	447019
				N-stearoyl-sphingosine (d18:1/18:0)*																	Method 2	5283565	104404-17-3		HMDB04950	4594435	4767198	4365240	4280282	4533654	5765833	10405438	12807924	13601562	13041301	14261835	18648886
CHEBI:132479	C20H41NO4S	C(C(NCCS(O)(=O)=O)=O)CCCCCCCCCCCCCCCC	InChI=1S/C20H41NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h2-19H2,1H3,(H,21,22)(H,23,24,25)	N-stearoyltaurine																	Method 3	168274	63155-80-6			361190	303209	213074	346861	508990	95165	1357679	2576905	733091	869611	702502	450740
				N-trimethyl 5-aminovalerate																	Method 1					470492	526309	458859	472787	526868	449939	551539	714572	704080	705713	796528	934395
CHEBI:28101	C14H30N4O2	CC(=O)NCCCNCCCCNCCCNC(C)=O	InChI=1S/C14H30N4O2/c1-13(19)17-11-5-9-15-7-3-4-8-16-10-6-12-18-14(2)20/h15-16H,3-12H2,1-2H3,(H,17,19)(H,18,20)	N1,N12-diacetylspermine																	Method 1	132680	61345-83-3	C03413	HMDB02172							769193	901957	957359	800967	942612	922908
CHEBI:16020	C11H15N5O4	Cn1cnc2n(cnc2c1=N)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	InChI=1S/C11H15N5O4/c1-15-3-14-10-6(9(15)12)13-4-16(10)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11-12,17-19H,2H2,1H3/t5-,7-,8-,11-/m1/s1	N1-methyladenosine																	Method 1	27476	15763-06-1	C02494	HMDB03331	268474	263014	339741	331608	478125	492420	367955	269833	353683	413053	443036	552854
CHEBI:19289	C12H17N5O5	CN(C)c1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	InChI=1S/C12H17N5O5/c1-16(2)12-14-9-6(10(21)15-12)13-4-17(9)11-8(20)7(19)5(3-18)22-11/h4-5,7-8,11,18-20H,3H2,1-2H3,(H,14,15,21)/t5-,7-,8-,11-/m1/s1	N2,N2-dimethylguanosine																	Method 1	92919	2140-67-2		HMDB04824	113005	120333	173441	123230	148863	186519	132757	161138	161512	159847	217485	231155
CHEBI:19702	C11H15N5O5	CNc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	InChI=1S/C11H15N5O5/c1-12-11-14-8-5(9(20)15-11)13-3-16(8)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2,12,14,15,20)/t4-,6-,7-,10-/m1/s1	N2-methylguanosine																	Method 3	3035422	2140-77-4		HMDB05862	342947	285919	391645	403695	369893	305327	198557	264466	185763	282631	421166	351694
CHEBI:17311	C9H21N2O2+	OC(=O)[C@@H](N)CCCC[N+](C)(C)C	InChI=1S/C9H20N2O2/c1-11(2,3)7-5-4-6-8(10)9(12)13/h8H,4-7,10H2,1-3H3/p+1/t8-/m0/s1	N6,N6,N6-trimethyllysine																	Method 1	440120	23284-33-5	C03793	HMDB01325	1427328	1315107	1374724	1479695	1620695	1422786	2032079	2421160	2080564	2152942	2588164	2384592
CHEBI:28284	C12H17N5O4	CN(C)c1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	InChI=1S/C12H17N5O4/c1-16(2)10-7-11(14-4-13-10)17(5-15-7)12-9(20)8(19)6(3-18)21-12/h4-6,8-9,12,18-20H,3H2,1-2H3/t6-,8-,9-,12-/m1/s1	N6,N6-dimethyladenosine																	Method 1	348206	2620-62-4			185265	201946	189385	230223	287237	194007	99385	89776	62435	112586	121281	98605
CHEBI:17752	C8H16N2O3	CC(=O)NCCCC[C@H](N)C(O)=O	InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1	N6-acetyllysine																	Method 4	92832	692-04-6	C02727	HMDB00206	66924	71139	76339	50912	55742	75445	87698	105524	107745	91939	128738	110850
CHEBI:21440	C15H20N6O8	C1(=NC=NC=2N(C=NC12)[C@@H]3O[C@@H]([C@H]([C@H]3O)O)CO)NC(N[C@H](C(O)=O)[C@@H](C)O)=O	InChI=1S/C15H20N6O8/c1-5(23)7(14(26)27)19-15(28)20-11-8-12(17-3-16-11)21(4-18-8)13-10(25)9(24)6(2-22)29-13/h3-7,9-10,13,22-25H,2H2,1H3,(H,26,27)(H2,16,17,19,20,28)/t5-,6-,7+,9-,10-,13-/m1/s1	N6-carbamoylthreonyladenosine																	Method 3	161466	24719-82-2		HMDB41623	65981	58218	50136	140266	81210	45744	77178	73535	50707	122139	217077	97915
CHEBI:21891	C11H15N5O4	CNc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	InChI=1S/C11H15N5O4/c1-12-9-6-10(14-3-13-9)16(4-15-6)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11,17-19H,2H2,1H3,(H,12,13,14)/t5-,7-,8-,11-/m1/s1	N6-methyladenosine																	Method 1	1869	1867-73-8		HMDB04044	232147	227677	162443	287614	330221	185735						
CHEBI:183825	C14H17N5O8	O1[C@H](N2C3=NC=NC(N[C@@H](CC(O)=O)C(O)=O)=C3N=C2)[C@H](O)[C@H](O)[C@H]1CO	InChI=1S/C14H17N5O8/c20-2-6-9(23)10(24)13(27-6)19-4-17-8-11(15-3-16-12(8)19)18-5(14(25)26)1-7(21)22/h3-6,9-10,13,20,23-24H,1-2H2,(H,21,22)(H,25,26)(H,15,16,18)/t5-,6+,9+,10+,13-/m0/s1	N6-succinyladenosine																	Method 3	165243	4542-23-8		HMDB00912							25710	27871		32066	106398	45304
				nervonoylcarnitine (C24:1)*																	Method 2																
CHEBI:17154	C6H6N2O	NC(=O)c1cccnc1	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)	nicotinamide																	Method 1	936	98-92-0	C00153	HMDB01406	98308920	94336912	105483832	80602408	93787704	117529592	97334408	114192120	148110768	128811448	143830240	172312992
CHEBI:15846	C21H28N7O14P2	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O	InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1	nicotinamide_adenine_dinucleotide																	Method 3	5893	53-84-9	C00003	HMDB00902	1556109	1347257	1459111	1349269	1323062	1682773	3189595	2995945	2846825	4924613	5929905	3422111
				nicotinamide ribonucleotide (NMN)																	Method 1	14180	1094-61-7	C00455	HMDB00229	3133185	4007524	3070794	3620333	4575673	2996071	674223	630203	522848	508472	594203	465009
CHEBI:15927	C11H15N2O5	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	InChI=1S/C11H14N2O5/c12-10(17)6-2-1-3-13(4-6)11-9(16)8(15)7(5-14)18-11/h1-4,7-9,11,14-16H,5H2,(H-,12,17)/p+1/t7-,8-,9-,11-/m1/s1	nicotinamide riboside																	Method 1	439924	1341-23-7	C03150	HMDB00855	1342973	1658155	795758	2244324	2526005	714821	106343	137931	147841	138126	140647	139897
				nisinate (24:6n3)																	Method 3	11792612	68378-49-4		HMDB02007	9577239	9500789	5958045	6765241	16608408	3396223	20379894	24028460	12871672	11571212	8883649	10201094
				nonadecanoate (19:0)																	Method 3	12591	646-30-0	C16535	HMDB00772	1350443	2654483	2011008	1659049	3739375	786817	5477011	4719137	3285535	3634145	1715144	2300084
CHEBI:192376	C10H13NO3	COC1=CC=C(CC(N)C(O)=O)C=C1	InChI=1S/C10H13NO3/c1-14-8-4-2-7(3-5-8)6-9(11)10(12)13/h2-5,9H,6,11H2,1H3,(H,12,13)	O-methyltyrosine																	Method 1	76957	1080-06-4		HMDB14903	113099	114440	106650	106146	105152	110126	129978	126114	151143	127448	170557	184864
CHEBI:46215	C9H11NO6S	O=C(O)[C@@H](N)CC=1C=CC(=CC1)OS(O)(=O)=O	InChI=1S/C9H11NO6S/c10-8(9(11)12)5-6-1-3-7(4-2-6)16-17(13,14)15/h1-4,8H,5,10H2,(H,11,12)(H,13,14,15)/t8-/m0/s1	O-sulfo-L-tyrosine																	Method 3	514186				215212	141572	156006	236880	225995	105626	146409	246514	103781	194323	279203	237127
				oleate/vaccenate (18:1)																	Method 3					3798231296	3583592448	2610303488	2841863168	5702101504	1528735616	7554849792	8161076736	4888758272	4514361344	3521754880	3854845696
CHEBI:15534	C39H68N7O17P3S	CCCCCCCC\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	InChI=1S/C39H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h11-12,26-28,32-34,38,49-50H,4-10,13-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/b12-11-/t28-,32-,33-,34+,38-/m1/s1	oleoyl CoA																	Method 4		1716-06-9	C00510	HMDB01322												
CHEBI:71466	C20H39NO2	CCCCCCCC\C=C/CCCCCCCC(=O)NCCO	InChI=1S/C20H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h9-10,22H,2-8,11-19H2,1H3,(H,21,23)/b10-9-	oleoyl ethanolamide																	Method 2	5283454	11-58-0;111-58-0		HMDB02088	6068525	6999036	7136344	5862192	6760090	7699753	5239855	6553171	5953257	7382548	8226975	8151257
				oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*																	Method 2				HMDB07228	517392	639399	665379	665055	414688	578569	1031491	749962	1013704	1049553	1101068	1443412
				oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*																	Method 2				HMDB07228	2711992	3591686	2973049	3284823	3323405	3415844	4316575	4450719	4549890	4867935	5284835	6372575
				oleoyl-linoleoyl-glycerol (18:1/18:2) [1]																	Method 2		106292-55-1		HMDB07219		114492	68062	272009				420691		152507	516644	412074
				oleoyl-linoleoyl-glycerol (18:1/18:2) [2]																	Method 2		104346-53-4		HMDB07219	3196825	3625767	3340210	3747393	3601837	3528642	4124346	4019474	3930895	5141517	5683098	6575915
				oleoyl-oleoyl-glycerol (18:1/18:1) [2]*																	Method 2				HMDB07218	6803416	9369852	7777731	8622911	8944428	8617490	5400542	9977466	9629423	7349810	10731728	10927588
				oleoylcarnitine (C18:1)																	Method 2	6441392	38677-66-6		HMDB05065		55932	80916		80975					84200	146726	208592
CHEBI:133693	C23H46NO2+	CCCCCCCC/C=C\CCCCCCCC(OCC[N+](C)(C)C)=O	InChI=1S/C23H46NO2/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-23(25)26-22-21-24(2,3)4/h12-13H,5-11,14-22H2,1-4H3/q+1/b13-12-	oleoylcholine																	Method 2										70683						
CHEBI:18257	C5H12N2O2	NCCCC(N)C(O)=O	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)	ornithine																	Method 1	6262	3184-13-2	C00077	HMDB03374	6546199	6412835	5236258	6482380	5797515	4957546	3088522	3007213	3649636	2984786	2531870	2960498
CHEBI:16742	C5H4N2O4	OC(=O)c1cc(=O)[nH]c(=O)[nH]1	InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)	orotate																	Method 4	967	50887-69-9	C00295	HMDB00226	2464847	2979090	2151400	1925679	1605133	2388096	2180047	3518252	2634972	3188007	3470020	2509723
CHEBI:25722	C10H12N2O8	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1c(cc(=O)[nH]c1=O)C(O)=O	InChI=1S/C10H12N2O8/c13-2-4-6(15)7(16)8(20-4)12-3(9(17)18)1-5(14)11-10(12)19/h1,4,6-8,13,15-16H,2H2,(H,17,18)(H,11,14,19)/t4-,6-,7-,8-/m1/s1	orotidine																	Method 4	92751	314-50-1		HMDB00788	478333	390847	417430	381940	399610	553984	299333	540612	511719	422261	742004	639956
CHEBI:82914	C7H8O4S	Cc1ccc(OS(O)(=O)=O)cc1	InChI=1S/C7H8O4S/c1-6-2-4-7(5-3-6)11-12(8,9)10/h2-5H,1H3,(H,8,9,10)	p-cresol sulfate																	Method 3	4615423	3233-57-7		HMDB11635	517579	420112	376636	316910	445201	162405	428387	592789	250543	367241	481965	584565
CHEBI:15756	C16H32O2	CCCCCCCCCCCCCCCC(O)=O	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	palmitate (16:0)																	Method 3	985	57-10-3	C00249	HMDB00220	2050672256	1950515456	1298275072	1481312256	3172310272	738196672	4965089280	5661695488	3113672960	2912624384	2292970240	2583326720
				palmitoleate (16:1n7)																	Method 3	445638	373-49-9	C08362	HMDB03229	856055040	731834112	389472192	626564352	1676530048	294692224	4554533888	5133734400	2377109504	2232738048	1731334016	1782952064
CHEBI:71465	C18H35NO2	CCCCCC\C=C/CCCCCCCC(=O)NCCO	InChI=1S/C18H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h7-8,20H,2-6,9-17H2,1H3,(H,19,21)/b8-7-	palmitoleoyl ethanolamide*																	Method 2	9835868			HMDB13648	462287	615059	510149	466329	527718	557977	455704	492691	496511	533981	559466	599234
				palmitoleoyl-oleoyl-glycerol (16:1/18:1) [1]*																	Method 2	9543694			HMDB07131	124821	240064	136358	125898	206879	176207	816817	461299	521882	928292	298680	851966
				palmitoleoyl-oleoyl-glycerol (16:1/18:1) [2]*																	Method 2					2912210	2617051	2309079	3409168	3083940	2299345	5949722	6346080	4792931	6181285	6361385	6580597
				palmitoleoylcarnitine (C16:1)*																	Method 2	71464547															73522
				palmitoloelycholine																	Method 2																
CHEBI:78647	C39H81N2O6P	CCCCCCCCCCCCCCC[C@@H](O)[C@H](COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCC	InChI=1S/C39H81N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h37-38,42H,6-36H2,1-5H3,(H-,40,43,44,45)/t37-,38+/m0/s1	palmitoyl dihydrosphingomyelin (d18:0/16:0)*																	Method 2	9939965				16657500	20949904	20403798	15746533	20610268	20908156	21562896	21906366	24524308	27038776	23794332	28432560
CHEBI:78646	C39H79N2O6P	CCCCCCCCCCCCCCCC(=O)N[C@@H](COP([O-])(=O)OCC[N+](C)(C)C)[C@H](O)\C=C\CCCCCCCCCCCCC	InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1	palmitoyl sphingomyelin (d18:1/16:0)																	Method 2	9939941	6254-89-3			127422112	143576720	136357328	129548720	121257616	129194888	121181400	127998400	116161656	140879840	152593520	136602528
				palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*																	Method 2				HMDB07112	566777	452825	699554	506080	590658	589945	229238	114528	186576	165514	299227	320767
				palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*																	Method 2				HMDB07112	915306	1265850	1030483	1138696	1143659	1358381	1710437	1713869	1832834	2037538	1759820	2210710
				palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*																	Method 2				HMDB07103	1733723	2811115	2843721	2282997	2125373	2591051	3871050	2619177	2956162	4468768	3457680	5525548
				palmitoyl-myristoyl-glycerol (16:0/14:0) [2]																	Method 2				HMDB07095	96088	74585	78414	124540	80127	84590	141881	214268	193905	189553	229399	173217
				palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*																	Method 2			C13861	HMDB07102	3981218	5072721	4542102	4937152	4864135	4828148	6297806	6672174	6419363	6952052	7791680	8102556
				palmitoyl-palmitoyl-glycerol (16:0/16:0) [2]*																	Method 2				HMDB07098	147552	255289	212809	237877	194645	202195	444690	434801	421182	489439	564102	635818
				palmitoylcarnitine (C16)																	Method 2	461	6865-14-1	C02990	HMDB00222		78864	82355	68656	130970			105271	93130	110771	194515	171257
CHEBI:133677	C21H44NO2+	C(CCCCCCCCCCCCC(OCC[N+](C)(C)C)=O)CC	InChI=1S/C21H44NO2/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21(23)24-20-19-22(2,3)4/h5-20H2,1-4H3/q+1	palmitoylcholine																	Method 2	151731				29635	22605	21999		52696		38274		34769	28013		47931
CHEBI:16753	C11H22N2O4S	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCS	InChI=1S/C11H22N2O4S/c1-11(2,7-14)9(16)10(17)13-4-3-8(15)12-5-6-18/h9,14,16,18H,3-7H2,1-2H3,(H,12,15)(H,13,17)/t9-/m0/s1	pantetheine																	Method 3	439322	496-65-1	C00831		1566983	2136938	2326409	1886443	3087193	1394055	192410	232099	125020	228662	166387	205742
CHEBI:7916	C9H17NO5	CC(C)(CO)C(O)C(=O)NCCC(O)=O	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)	pantothenate																	Method 3	6613	137-08-6	C00864	HMDB00210	16636623	21555458	14467202	12992757	21551724	11210598	9223655	12263092	9311507	9474660	13418010	19201140
				pelargonate (9:0)																	Method 3	8158	112-05-0	C01601	HMDB00847						616960			531997			
CHEBI:18208	C16H18N2O4S	N12C([C@H]([C@]1(SC([C@@H]2C(O)=O)(C)C)[H])NC(CC3=CC=CC=C3)=O)=O	InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1	penicillin G																	Method 3	5904	69-57-8	C05551	HMDB15186	237804	155802	153085	249054	195233	88735	355981	504287	227212	386779	434356	351835
				pentadecanoate (15:0)																	Method 3	13849	1002-84-2;10002-84-2	C16537	HMDB00826	67740272	61055220	36254952	50510276	146842688	27036276	361148416	458236608	151217280	156756256	90207864	93405008
CHEBI:31991	C19H14O5S	Oc1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1	InChI=1S/C19H14O5S/c20-15-9-5-13(6-10-15)19(14-7-11-16(21)12-8-14)17-3-1-2-4-18(17)25(22,23)24-19/h1-12,20-21H	phenol red																	Method 3	4766	143-74-8	C12600		3333584	2891358	2561124	3591612	3068378	1406266	3630811	3591737	1854760	4139439	4052931	3040979
CHEBI:27905	C6H6O4S	OS(=O)(=O)Oc1ccccc1	InChI=1S/C6H6O4S/c7-11(8,9)10-6-4-2-1-3-5-6/h1-5H,(H,7,8,9)	phenol sulfate																	Method 3	74426	937-34-8	C02180	HMDB60015	148286	148504	119849	103716	191242	80205	129938	125719	70173	155727	165453	221070
CHEBI:27480	C10H11NO3	OC(=O)CNC(=O)Cc1ccccc1	InChI=1S/C10H11NO3/c12-9(11-7-10(13)14)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)(H,13,14)	phenylacetylglycine																	Method 3	68144	500-98-1	C05598	HMDB00821	1264837	828901	1007010	734453	996532	401561	1841869	2458102	1103725	1738870	3024285	3262207
CHEBI:28044	C9H11NO2	NC(Cc1ccccc1)C(O)=O	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)	phenylalanine																	Method 1	6140	63-91-2	C00079	HMDB00159	171189536	184219216	186612144	182059360	211675808	198121872	169077248	183751872	185603216	175171872	196509408	206491984
CHEBI:173694	C12H16N2O3	O=C(NC(C)C(O)=O)C(N)CC1=CC=CC=C1	InChI=1S/C12H16N2O3/c1-8(12(16)17)14-11(15)10(13)7-9-5-3-2-4-6-9/h2-6,8,10H,7,13H2,1H3,(H,14,15)(H,16,17)	phenylalanylalanine																	Method 3	5488196	3918-87-4			186946	242322	95922	174269	173837	47642	91787	57897	24575	42181	39211	40715
CHEBI:73635	C11H14N2O3	N[C@@H](Cc1ccccc1)C(=O)NCC(O)=O	InChI=1S/C11H14N2O3/c12-9(11(16)13-7-10(14)15)6-8-4-2-1-3-5-8/h1-5,9H,6-7,12H2,(H,13,16)(H,14,15)/t9-/m0/s1	phenylalanylglycine																	Method 1	98207	721-90-4		HMDB28995	1312880	1365825	818333	1489697	1286232	793026	416726	240968	167141	206583	157522	127840
				phenyllactate (PLA)																	Method 4	3848	828-01-3	C05607	HMDB00779	174370	133946	131463	163267	165167	141233	692511	1203900	1230683	1089656	1388548	1313198
CHEBI:26078	H3O4P	[H]OP(=O)(O[H])O[H]	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	phosphate																	Method 1	1061	7664-38-2	C00009	HMDB01429	112645944	104025848	100059472	117445664	105233920	103007056	105470568	115235352	110752552	109606672	110429680	109105088
				phosphoenolpyruvate (PEP)																	Method 3	1005	10526-80-4	C00074	HMDB00263	22711768	28959228	18538128	26755126	29133046	14702881	8024929	3508119	2350064	3168276	1006169	574390
CHEBI:17553	C2H8NO4P	NCCOP(O)(O)=O	InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)	phosphoethanolamine																	Method 3	1015	1071-23-4	C00346	HMDB00224	996142	841716	843231	1055097	888459	847744	1736466	1858382	1687074	1886109	2385535	1993122
CHEBI:26073	C11H23N2O7PS			phosphopantetheine																	Method 3	987		C01134	HMDB01416	6037091	5684211	4757415	8462501	6149770	3877128	1237289	438305	216174	586982	303696	143845
CHEBI:46961	C18H39NO3	CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO	InChI=1S/C18H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(21)18(22)16(19)15-20/h16-18,20-22H,2-15,19H2,1H3/t16-,17+,18-/m0/s1	phytosphingosine																	Method 2	122121	554-62-1	C12144	HMDB04610	513772	643067	616576	548962	578454	778278	779304	956720	871174	832038	982636	1092971
